EntryID,term,aspect,accession,tax_id
Q9WUC4,GO:0051117,F,Q9WUC4,10116
Q6DBW0,GO:0003140,P,Q6DBW0,7955
Q6DBW0,GO:0035469,P,Q6DBW0,7955
Q6DBW0,GO:0007368,P,Q6DBW0,7955
Q6DBW0,GO:0071908,P,Q6DBW0,7955
Q07627,GO:0005829,C,Q07627,9606
Q07627,GO:0005515,F,Q07627,9606
Q9SHJ5,GO:0005739,C,Q9SHJ5,3702
Q9SHJ5,GO:0016020,C,Q9SHJ5,3702
Q9SHJ5,GO:0090447,F,Q9SHJ5,3702
Q9SHJ5,GO:0048235,P,Q9SHJ5,3702
P43297,GO:0005515,F,P43297,3702
P43297,GO:0008233,F,P43297,3702
P43297,GO:0008234,F,P43297,3702
P43297,GO:0000932,C,P43297,3702
P43297,GO:0010494,C,P43297,3702
P43297,GO:0016567,P,P43297,3702
P43297,GO:0099503,C,P43297,3702
P43297,GO:0048046,C,P43297,3702
P43297,GO:0000325,C,P43297,3702
P43297,GO:0005634,C,P43297,3702
P43297,GO:0005773,C,P43297,3702
P43297,GO:0009506,C,P43297,3702
P43297,GO:0050832,P,P43297,3702
P43297,GO:0090333,P,P43297,3702
P43297,GO:0005737,C,P43297,3702
P43297,GO:0005886,C,P43297,3702
P0C420,GO:0009536,C,P0C420,4530
Q9M2U3,GO:0000118,C,Q9M2U3,3702
Q9M2U3,GO:0005515,F,Q9M2U3,3702
Q9FH16,GO:0005783,C,Q9FH16,3702
Q9FH16,GO:0016192,P,Q9FH16,3702
P9WG29,GO:0005576,C,P9WG29,83332
P9WG29,GO:0042127,P,P9WG29,83332
P9WG29,GO:0010628,P,P9WG29,83332
P9WG29,GO:0010629,P,P9WG29,83332
P9WG29,GO:0085016,P,P9WG29,83332
P9WG29,GO:0005515,F,P9WG29,83332
P9WG29,GO:0009372,P,P9WG29,83332
O05797,GO:0032324,P,O05797,83332
O05797,GO:0003677,F,O05797,83332
O05797,GO:0006355,P,O05797,83332
P0AAE2,GO:0005886,C,P0AAE2,83333
Q8K1M6,GO:0005515,F,Q8K1M6,10090
P10070,GO:0098586,P,P10070,9606
P10070,GO:0045944,P,P10070,9606
P10070,GO:0005634,C,P10070,9606
P10070,GO:0003700,F,P10070,9606
P28493,GO:0009615,P,P28493,3702
P28493,GO:0009627,P,P28493,3702
P28493,GO:0031540,P,P28493,3702
P28493,GO:0046686,P,P28493,3702
P28493,GO:0003729,F,P28493,3702
P28493,GO:0010224,P,P28493,3702
P28493,GO:0099503,C,P28493,3702
P28493,GO:0048046,C,P28493,3702
P28493,GO:0000325,C,P28493,3702
P28493,GO:0005739,C,P28493,3702
P28493,GO:0009505,C,P28493,3702
Q9ZT16,GO:0016020,C,Q9ZT16,3702
Q9ZT16,GO:0010198,P,Q9ZT16,3702
P11217,GO:0008184,F,P11217,9606
P11217,GO:0005980,P,P11217,9606
P11217,GO:0005977,P,P11217,9606
P11217,GO:0005829,C,P11217,9606
P11217,GO:0005515,F,P11217,9606
P11217,GO:0070062,C,P11217,9606
Q9H0R8,GO:0005543,F,Q9H0R8,9606
Q9H0R8,GO:0005739,C,Q9H0R8,9606
Q9H0R8,GO:0005515,F,Q9H0R8,9606
Q9H0R8,GO:0005776,C,Q9H0R8,9606
Q9H0R8,GO:0030957,F,Q9H0R8,9606
Q9H0R8,GO:0000421,C,Q9H0R8,9606
Q9H0R8,GO:0005829,C,Q9H0R8,9606
Q9H0R8,GO:0036064,C,Q9H0R8,9606
Q9H0R8,GO:0005886,C,Q9H0R8,9606
Q9H0R8,GO:0005929,C,Q9H0R8,9606
Q9H0R8,GO:0031625,F,Q9H0R8,9606
Q9UUM2,GO:0000785,C,Q9UUM2,284812
Q9UUM2,GO:0011000,P,Q9UUM2,284812
Q9UUM2,GO:0031298,C,Q9UUM2,284812
Q9UUM2,GO:0003677,F,Q9UUM2,284812
Q9UUM2,GO:0003690,F,Q9UUM2,284812
Q9UUM2,GO:0000403,F,Q9UUM2,284812
Q9UUM2,GO:0044732,C,Q9UUM2,284812
Q9UUM2,GO:0031297,P,Q9UUM2,284812
Q9UUM2,GO:0007534,P,Q9UUM2,284812
Q9UUM2,GO:0005515,F,Q9UUM2,284812
Q9UUM2,GO:0043111,P,Q9UUM2,284812
Q9UUM2,GO:0005634,C,Q9UUM2,284812
Q96DV4,GO:0005739,C,Q96DV4,9606
Q96DV4,GO:0005829,C,Q96DV4,9606
P9WLA1,GO:0005886,C,P9WLA1,83332
P30041,GO:0031625,F,P30041,9606
P30041,GO:0005737,C,P30041,9606
P30041,GO:0047184,F,P30041,9606
P30041,GO:0004623,F,P30041,9606
P30041,GO:0005515,F,P30041,9606
P30041,GO:0035578,C,P30041,9606
P30041,GO:0005576,C,P30041,9606
P30041,GO:0005829,C,P30041,9606
P30041,GO:0045296,F,P30041,9606
P30041,GO:0042802,F,P30041,9606
P30041,GO:0004602,F,P30041,9606
P30041,GO:0098869,P,P30041,9606
P30041,GO:0046475,P,P30041,9606
P30041,GO:0006979,P,P30041,9606
P30041,GO:0047499,F,P30041,9606
P30041,GO:0048471,C,P30041,9606
P30041,GO:0005634,C,P30041,9606
P30041,GO:0048026,P,P30041,9606
P30041,GO:0070062,C,P30041,9606
P30041,GO:0005615,C,P30041,9606
P30041,GO:0016020,C,P30041,9606
O18229,GO:0055120,C,O18229,6239
O18229,GO:0005783,C,O18229,6239
O18229,GO:0030017,C,O18229,6239
O18229,GO:0005634,C,O18229,6239
O54851,GO:0019228,P,O54851,10090
O54851,GO:0007267,P,O54851,10090
O54851,GO:0007268,P,O54851,10090
O54851,GO:0007601,P,O54851,10090
O54851,GO:0005515,F,O54851,10090
Q2NL82,GO:0005654,C,Q2NL82,9606
Q2NL82,GO:0005829,C,Q2NL82,9606
Q2NL82,GO:0005515,F,Q2NL82,9606
Q2NL82,GO:0003723,F,Q2NL82,9606
Q9UK61,GO:0005654,C,Q9UK61,9606
Q9D4B2,GO:0097728,C,Q9D4B2,10090
Q9D4B2,GO:0097729,C,Q9D4B2,10090
Q9D4B2,GO:0005930,C,Q9D4B2,10090
Q9D4B2,GO:0036158,P,Q9D4B2,10090
Q9D4B2,GO:0030324,P,Q9D4B2,10090
Q9D4B2,GO:0007420,P,Q9D4B2,10090
Q9D4B2,GO:0007507,P,Q9D4B2,10090
Q9D4B2,GO:0090660,P,Q9D4B2,10090
Q9D4B2,GO:0060287,P,Q9D4B2,10090
Q90WA1,GO:0004867,F,Q90WA1,169397
Q90WA1,GO:0044469,P,Q90WA1,169397
Q6P6T4,GO:0035255,F,Q6P6T4,10116
P0C342,GO:0009536,C,P0C342,39946
P54144,GO:0005515,F,P54144,3702
P54144,GO:0008519,F,P54144,3702
P54144,GO:0005886,C,P54144,3702
P54144,GO:0009413,P,P54144,3702
P54144,GO:0051258,P,P54144,3702
P54144,GO:0009506,C,P54144,3702
P54144,GO:0010311,P,P54144,3702
P54144,GO:0080181,P,P54144,3702
P54144,GO:0110067,C,P54144,3702
P54144,GO:0072488,P,P54144,3702
Q5F1R6,GO:0005730,C,Q5F1R6,9606
Q5F1R6,GO:0005829,C,Q5F1R6,9606
Q1G3U5,GO:0005886,C,Q1G3U5,3702
Q1G3U5,GO:0009501,C,Q1G3U5,3702
Q1G3U5,GO:0009630,P,Q1G3U5,3702
Q9JMA2,GO:0008479,F,Q9JMA2,10090
Q9JMA2,GO:0005737,C,Q9JMA2,10090
Q9JMA2,GO:0005515,F,Q9JMA2,10090
Q9JMA2,GO:0032991,C,Q9JMA2,10090
Q9JMA2,GO:0032473,C,Q9JMA2,10090
Q9JMA2,GO:0002099,P,Q9JMA2,10090
Q9JMA2,GO:0005634,C,Q9JMA2,10090
Q9JMA2,GO:0005739,C,Q9JMA2,10090
P17571,GO:0042128,P,P17571,4577
P17571,GO:0009703,F,P17571,4577
P17571,GO:0071949,F,P17571,4577
P0ADJ3,GO:0090540,P,P0ADJ3,83333
P04797,GO:0008017,F,P04797,10116
P04797,GO:0005634,C,P04797,10116
P04797,GO:0005737,C,P04797,10116
P04797,GO:0005829,C,P04797,10116
P04797,GO:0015630,C,P04797,10116
P04797,GO:0035606,P,P04797,10116
P04797,GO:0004365,F,P04797,10116
P04797,GO:0050821,P,P04797,10116
P04797,GO:0000226,P,P04797,10116
P04797,GO:0051402,P,P04797,10116
P04797,GO:0005515,F,P04797,10116
P04797,GO:0045471,P,P04797,10116
P04797,GO:0006094,P,P04797,10116
P04797,GO:0007565,P,P04797,10116
P04797,GO:1905460,P,P04797,10116
P04797,GO:0141156,P,P04797,10116
P04797,GO:0006096,P,P04797,10116
P04797,GO:0042802,F,P04797,10116
P04797,GO:0035605,F,P04797,10116
P04797,GO:0007263,P,P04797,10116
P04797,GO:0099092,C,P04797,10116
P04797,GO:0098978,C,P04797,10116
P37267,GO:0031966,C,P37267,559292
P37267,GO:0005739,C,P37267,559292
P37267,GO:0034551,P,P37267,559292
P37267,GO:0005743,C,P37267,559292
Q94527,GO:0051607,P,Q94527,7227
Q94527,GO:0000791,C,Q94527,7227
Q94527,GO:0005634,C,Q94527,7227
Q94527,GO:0005737,C,Q94527,7227
Q94527,GO:0005829,C,Q94527,7227
Q94527,GO:0009617,P,Q94527,7227
Q94527,GO:0045944,P,Q94527,7227
Q94527,GO:0050829,P,Q94527,7227
Q94527,GO:0046426,P,Q94527,7227
Q94527,GO:0006955,P,Q94527,7227
Q94527,GO:0006964,P,Q94527,7227
Q94527,GO:0001228,F,Q94527,7227
Q94527,GO:0000977,F,Q94527,7227
Q94527,GO:0000981,F,Q94527,7227
Q94527,GO:0061057,P,Q94527,7227
Q94527,GO:0045088,P,Q94527,7227
Q94527,GO:0002225,P,Q94527,7227
Q94527,GO:0002230,P,Q94527,7227
Q94527,GO:0034198,P,Q94527,7227
Q94527,GO:0042742,P,Q94527,7227
Q94527,GO:0010628,P,Q94527,7227
Q94527,GO:2000647,P,Q94527,7227
Q94527,GO:0140374,P,Q94527,7227
Q94527,GO:0140896,P,Q94527,7227
Q94527,GO:0045089,P,Q94527,7227
Q94527,GO:0045429,P,Q94527,7227
Q94527,GO:0048813,P,Q94527,7227
Q94527,GO:0048935,P,Q94527,7227
Q94527,GO:0050766,P,Q94527,7227
Q94527,GO:0006963,P,Q94527,7227
Q94527,GO:0006967,P,Q94527,7227
Q94527,GO:0006974,P,Q94527,7227
Q94527,GO:0106222,F,Q94527,7227
Q94527,GO:0030547,F,Q94527,7227
Q94527,GO:0005654,C,Q94527,7227
Q94527,GO:0005515,F,Q94527,7227
O95294,GO:0005096,F,O95294,9606
O95294,GO:0005543,F,O95294,9606
O95294,GO:0007165,P,O95294,9606
O95294,GO:0005829,C,O95294,9606
O95294,GO:0005886,C,O95294,9606
O95294,GO:1903861,P,O95294,9606
O74689,GO:0007097,P,O74689,227321
O74689,GO:0005515,F,O74689,227321
L0PIN3,GO:0005576,C,L0PIN3,75988
L0PIN3,GO:0031712,F,L0PIN3,75988
L0PIN3,GO:0031713,F,L0PIN3,75988
L0PIN3,GO:1904320,P,L0PIN3,75988
L0PIN3,GO:1904349,P,L0PIN3,75988
L0PIN3,GO:1905655,P,L0PIN3,75988
L0PIN3,GO:0070474,P,L0PIN3,75988
Q6P2H3,GO:0005730,C,Q6P2H3,9606
Q6P2H3,GO:0005794,C,Q6P2H3,9606
Q6P2H3,GO:0005813,C,Q6P2H3,9606
Q6P2H3,GO:0005829,C,Q6P2H3,9606
P63321,GO:0001843,P,P63321,10090
P63321,GO:0017157,P,P63321,10090
P63321,GO:0051665,P,P63321,10090
P63321,GO:0005515,F,P63321,10090
P63321,GO:0003924,F,P63321,10090
P63321,GO:0030659,C,P63321,10090
P63321,GO:0043209,C,P63321,10090
Q7M725,GO:0001580,P,Q7M725,10090
Q9C5C2,GO:0002213,P,Q9C5C2,3702
Q9C5C2,GO:0009737,P,Q9C5C2,3702
Q9C5C2,GO:0010119,P,Q9C5C2,3702
Q9C5C2,GO:0019137,F,Q9C5C2,3702
Q9C5C2,GO:0099503,C,Q9C5C2,3702
Q9C5C2,GO:0048046,C,Q9C5C2,3702
Q9C5C2,GO:0000325,C,Q9C5C2,3702
Q9C5C2,GO:0005777,C,Q9C5C2,3702
Q9C5C2,GO:0009506,C,Q9C5C2,3702
Q9C5C2,GO:0009507,C,Q9C5C2,3702
Q9C5C2,GO:0009536,C,Q9C5C2,3702
Q9C5C2,GO:0022626,C,Q9C5C2,3702
Q9C5C2,GO:0019762,P,Q9C5C2,3702
Q5NDE5,GO:0007420,P,Q5NDE5,7955
Q5NDE5,GO:0055001,P,Q5NDE5,7955
Q5NDE5,GO:0060041,P,Q5NDE5,7955
Q8NCN5,GO:0005739,C,Q8NCN5,9606
Q8NCN5,GO:0005759,C,Q8NCN5,9606
P06869,GO:0042127,P,P06869,10090
P06869,GO:0001666,P,P06869,10090
P06869,GO:0042730,P,P06869,10090
P06869,GO:0014909,P,P06869,10090
P06869,GO:0005515,F,P06869,10090
P06869,GO:1905370,C,P06869,10090
Q8BVZ1,GO:0005811,C,Q8BVZ1,10090
Q8BVZ1,GO:0019915,P,Q8BVZ1,10090
Q8BVZ1,GO:0005737,C,Q8BVZ1,10090
Q8BVZ1,GO:0035359,P,Q8BVZ1,10090
Q8BVZ1,GO:0010867,P,Q8BVZ1,10090
Q8BVZ1,GO:0010890,P,Q8BVZ1,10090
Q8BVZ1,GO:0010897,P,Q8BVZ1,10090
Q8BVZ1,GO:0031999,P,Q8BVZ1,10090
Q8BVZ1,GO:0032000,P,Q8BVZ1,10090
Q8BVZ1,GO:0050995,P,Q8BVZ1,10090
Q8BVZ1,GO:0034389,P,Q8BVZ1,10090
Q8BVZ1,GO:2000378,P,Q8BVZ1,10090
Q8BVZ1,GO:0051646,P,Q8BVZ1,10090
Q8BVZ1,GO:0060192,P,Q8BVZ1,10090
Q8BVZ1,GO:0005515,F,Q8BVZ1,10090
Q8BVZ1,GO:0035473,F,Q8BVZ1,10090
Q8BVZ1,GO:0042802,F,Q8BVZ1,10090
Q8BVZ1,GO:0005829,C,Q8BVZ1,10090
Q92266,GO:0005515,F,Q92266,4922
Q06496,GO:0005436,F,Q06496,10116
Q06496,GO:0005886,C,Q06496,10116
Q06496,GO:0031526,C,Q06496,10116
Q06496,GO:0016036,P,Q06496,10116
Q06496,GO:0001503,P,Q06496,10116
Q06496,GO:0001822,P,Q06496,10116
Q06496,GO:0048471,C,Q06496,10116
Q06496,GO:0033189,P,Q06496,10116
Q06496,GO:0005768,C,Q06496,10116
Q06496,GO:0009986,C,Q06496,10116
Q06496,GO:0016324,C,Q06496,10116
Q06496,GO:0035864,P,Q06496,10116
Q06496,GO:0042431,P,Q06496,10116
Q06496,GO:0009100,P,Q06496,10116
Q06496,GO:0009410,P,Q06496,10116
Q06496,GO:0043434,P,Q06496,10116
Q06496,GO:2000120,P,Q06496,10116
Q06496,GO:2000187,P,Q06496,10116
Q06496,GO:0032026,P,Q06496,10116
Q06496,GO:0032355,P,Q06496,10116
Q06496,GO:0098719,P,Q06496,10116
Q06496,GO:0044341,P,Q06496,10116
Q06496,GO:0045838,P,Q06496,10116
Q06496,GO:1901128,P,Q06496,10116
Q06496,GO:1901652,P,Q06496,10116
Q06496,GO:1901684,P,Q06496,10116
Q06496,GO:0072350,P,Q06496,10116
Q06496,GO:0072734,P,Q06496,10116
Q06496,GO:0097066,P,Q06496,10116
Q06496,GO:0097187,P,Q06496,10116
Q06496,GO:0007584,P,Q06496,10116
Q06496,GO:0071107,P,Q06496,10116
Q06496,GO:0071248,P,Q06496,10116
Q06496,GO:0071374,P,Q06496,10116
Q06496,GO:0060416,P,Q06496,10116
Q06496,GO:0035435,P,Q06496,10116
Q06496,GO:0042802,F,Q06496,10116
Q06496,GO:0044877,F,Q06496,10116
Q06496,GO:0030165,F,Q06496,10116
O43747,GO:0005515,F,O43747,9606
O43747,GO:0005794,C,O43747,9606
